_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
noelda01,"February 27, 1984","Durham, North Carolina",1,36.7,32.1,86,68,9,2.7,1.8,0.4,41.5,University of North Carolina,39th overall,2nd round,Milwaukee Bucks,2006,06-Jun,"Southern Durham in Durham, North Carolina",David Noel,Power Forward,Right,230lb
youngja01,"August 16, 1995","Flint, Michigan",0.3,36.7,27.7,56.3,95,7.4,2.3,1,0.8,45.7,University of Kentucky,17th overall,1st round,Boston Celtics,2014,06-Jun,"Rochester in Rochester Hills, Michigan",James Young,Shooting Guard,Left,215lb
rankwa01,"March 1, 1958","Fort Ord, California",0.7,36.8,,46.4,25,4,2.2,1.2,-0.4,36.8,San Jose State University,99th overall,5th round,San Diego Clippers,1980,06-Jun,"Carson in Carson, California",Wally Rank,Small Forward,Right,220lb
shvedal01,"December 16, 1988","Belgorod, Russia",2.5,36.9,30.6,76.2,182,12.8,7.4,2,3.1,43.6,,,,,,06-Jun,,Alexey Shved,Shooting Guard,Right,190lb
barksdo01,"March 31, 1923","Oakland, California",2.1,37,,66,262,15.4,11,8,9.1,,"University of California, Los Angeles",,,,,06-Jun,"Berkeley in Berkeley, California",Don Barksdale,Small Forward and Power Forward,Right,200lb
mathijo01,"July 14, 1943","Eastman, Georgia",0.5,37.1,0,63.6,51,7.3,3.4,3.8,0.3,37.1,Savannah State University,,,,,06-Jun,"Peabody in Eastman, Georgia",Johnny Mathis,Power Forward,Right,220lb
hamilst01,"November 30, 1934","Columbia, Kentucky",0.5,37.2,,69.7,82,9.3,4.5,3.4,0.9,,Morehead State University,67th overall,9th round,Philadelphia Warriors,1957,06-Jun,"Charlestown in Charlestown, Indiana",Steve Hamilton,Small Forward,Left,190lb
ratkoge01,"November 13, 1922","Chicago, Illinois",2.3,37.2,,67.3,343,15,9.2,6.9,28.6,,,,,,,06-Jun,,George Ratkovicz,Power Forward,Right,220lb
cofferi01,"September 2, 1965","Aurora, North Carolina",0.1,37.3,0,54.5,52,7.9,1.3,1.5,0.2,37.3,University of Minnesota,,,,,06-Jun,"Aurora in Aurora, North Carolina",Richard Coffey,Small Forward,Right,212lb
harrian01,"October 28, 1994","San Antonio, Texas",2.8,37.3,29.4,77.9,145,10.3,7,2,3.2,42.9,University of Kentucky,44th overall,2nd round,Phoenix Suns,2015,06-Jun,"Travis in Pecan Grove, Texas",Andrew Harrison,Point Guard,Right,213lb
mcintbo01,"January 23, 1944",,0.6,37.4,25,57.6,28,9.3,7.1,4.3,-0.1,37.7,St. John's University,34th overall,4th round,St. Louis Hawks,1966,06-Jun,"Holy Cross in Flushing, New York",Bob McIntyre,Small Forward,Right,215lb
birdje01,"February 2, 1935","Corbin, Kentucky",0.4,37.5,,100,11,12.9,2.3,1.1,0,,University of Kentucky,,1956 NBA Draf,Minneapolis Lakers,,06-Jun,"Corbin in Corbin, Kentucky",Jerry Bird,Forward,Right,210lb
churcro01,"February 20, 1972","South Bend, Indiana",0.3,37.5,,,4,1.2,1.5,0.8,-0.1,37.5,Georgetown University,,,,,06-Jun,"Gonzaga in Washington, District of Columbia",Robert Churchwell,Shooting Guard,Right,195lb
engliki01,"September 24, 1988","Baltimore, Maryland",0.6,37.5,28,72.4,41,7.9,2.9,0.9,0.2,43.8,University of Missouri,44th overall,2nd round,Detroit Pistons,2012,06-Jun,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Kim English,Shooting Guard,Right,200lb
davisme01,"November 9, 1950","New York, New York",0.9,37.6,,70.9,190,12,5.3,4.3,0.3,,St. John's University,14th overall,1st round,New York Knicks,1973,06-Jun,"Boys in Brooklyn, New York",Mel Davis,Power Forward,Right,220lb
henrymy01,"December 23, 1992","Chicago, Illinois",1.1,37.6,32.8,60,20,9.7,5.4,1.9,0.1,46.3,DePaul University,,,,,06-Jun,"Orr in Chicago, Illinois",Myke Henry,Small Forward,Right,210lb
kennejo01,"January 12, 1947",,0.8,37.6,0,80.4,168,9.3,5.7,3.6,0.2,37.6,Duke University,122nd overall,10th round,Seattle SuperSonics,1968,06-Jun,"DeMatha Catholic in Hyattsville, Maryland",Joe Kennedy,Small Forward,Right,210lb
toomaja01,"August 9, 1922","Ontario, California",0.9,37.6,,69.1,131,,6.7,,6.3,,University of the Pacific,,,,,06-Jun,,Jack Toomay,Center/Forward,Right,215lb
hemridi01,"August 29, 1933","Jonesville, North Carolina",0.7,37.7,,66.9,138,13.4,6.3,5.1,5.3,,Wake Forest University,10th overall,2nd round,Boston Celtics,1955,06-Jun,"Jonesville in Jonesville, North Carolina",Dick Hemric,Power Forward,Right,220lb
hillida01,"April 13, 1993","Bethlehem, Pennsylvania",0.8,37.7,30.4,74.7,91,7.7,3.2,0.9,0.3,43.3,Villanova University,38th overall,2nd round,Detroit Pistons,2015,06-Jun,"Liberty in Bethlehem, Pennsylvania",Darrun Hilliard,Shooting Guard,Left,205lb
martima01,"July 2, 1964","Liberty, New York",0.7,37.8,21.1,59.8,69,9.3,3,0.9,-0.3,38.8,Saint Joseph's University,16th overall,1st round,Denver Nuggets,1986,06-Jun,"Central in Liberty, New York",Maurice Martin,Small Forward,Right,200lb
thomaja01,"March 25, 1973","Brooklyn, New York",0.5,37.8,16.7,100,12,4.6,2.5,1.2,-0.3,39.2,Providence College,,,,,06-Jun,"Abraham Lincoln in Brooklyn, New York",Jamel Thomas,Small Forward,Right,215lb
walledw01,"October 5, 1945","Brownsville, Tennessee",0.3,37.8,0,46.2,20,7.1,2,2.7,0.1,37.8,Tennessee State University,131st overall,10th round,Atlanta Hawks,1968,06-Jun,"Brownsville in Brownsville, Tennessee",Dwight Waller,Forward,Right,220lb
wilsoja01,"July 12, 1947","Camden, Arkansas",0.6,37.8,42.9,65.2,70,9.8,5.2,2.7,0.4,38.6,Southern University and A&M College,82nd overall,7th round,Baltimore Bullets,1968,06-Jun,,Jasper Wilson,Small Forward,Right,200lb
balllo01,"October 27, 1997","Anaheim, California",6.4,38,31.5,43.7,99,12.2,10,6.2,3.5,46.1,"University of California, Los Angeles",2nd overall,1st round,Los Angeles Lakers,2017,06-Jun,"Chino Hills in Chino Hills, California",Lonzo Ball,Point Guard,Right,190lb
collima01,"August 4, 1984","Philadelphia, Pennsylvania",1.7,38,29.9,59.9,189,7.9,3.9,1.8,-1.6,40.5,Temple University,29th overall,1st round,New York Knicks,2006,06-Jun,"Simon Gratz in Philadelphia, Pennsylvania",Mardy Collins,Shooting Guard and Point Guard and Small Forward,Right,220lb
walkebr01,"March 15, 1921","Provo, Utah",1.4,38,,63.3,228,15.5,7,5.4,6.9,,Brigham Young University,,1948 BAA Draf,Providence Steamrollers,,06-Jun,,Brady Walker,Power Forward,Right,205lb
almonmo01,"February 2, 1985","Dalton, Georgia",0.3,38.1,29.2,74.3,38,7,3.1,1.2,0,41.2,Rice University,25th overall,1st round,Utah Jazz,2007,06-Jun,"McEachern in Powder Springs, Georgia",Morris Almond,Shooting Guard,Right,225lb
clevean01,"February 2, 1994","Memphis, Tennessee",0.1,38.1,75,66.7,17,4.5,1.4,0.8,0,45.2,Southeast Missouri State University,,,,,06-Jun,"Faith Baptist Christian Academy in Ludowici, Georgia",Antonius Cleveland,Shooting Guard,Right,195lb
roberjo01,"May 18, 1936",,0.6,38.1,33.3,63.7,218,9.6,5.8,4.9,2.4,38.1,Ohio State University,21st overall,3rd round,Syracuse Nationals,1960,06-Jun,"East in Columbus, Ohio",Joe Roberts,Power Forward and Small Forward,Right,214lb
chapmwa01,"June 15, 1945","Owensboro, Kentucky",1.5,38.3,25.7,69.1,206,8.8,7,2.5,1.1,39.3,Western Kentucky University,156th overall,16th round,Philadelphia 76ers,1967,06-Jun,"Daviess County in Owensboro, Kentucky",Wayne Chapman,Small Forward,Right,190lb
mccladw01,"February 7, 1963","Worcester, Massachusetts",1.5,38.3,11.1,51.4,45,8.3,3.5,0.7,-0.3,38.6,Villanova University,27th overall,2nd round,Indiana Pacers,1985,06-Jun,"Holy Name in Worcester, Massachusetts",Dwayne McClain,Small Forward,Right,185lb
colliky01,"October 3, 1991","Provo, Utah",1.8,38.4,23.5,52.5,32,10,3.2,3.3,0.5,40.4,Brigham Young University,,,,,06-Jun,"Provo in Provo, Utah",Kyle Collinsworth,Small Forward,Right,210lb
abrinal01,"August 1, 1993","Palma de Mallorca, Spain",0.5,38.7,36.8,88,174,8.8,5.3,1.4,5,52.5,,32nd overall,2nd round,Oklahoma City Thunder,2013,06-Jun,,Alex Abrines,Shooting Guard,Right,200lb
luwawti01,"May 9, 1995","Cannes, France",0.9,38.7,32,82,171,7.9,5.7,1.9,1.8,46.9,,24th overall,1st round,Philadelphia 76ers,2016,06-Jun,,Timothe Luwawu-Cabarrot,Small Forward,Right,210lb
naderab01,"September 25, 1993","Alexandria, Egypt",0.4,38.7,33.3,66.7,109,7.2,3.6,1.7,0.8,46.3,"Northern Illinois University, Iowa State University",58th overall,2nd round,Boston Celtics,2016,06-Jun,"Niles North in Skokie, Illinois",Abdel Nader,Small Forward,Right,225lb
hutchme01,"November 22, 1928","Sacramento, California",3,38.9,,67.3,437,14.7,11.1,9.6,27.9,,Brigham Young University,2nd overall,1st round,Tri-Cities Blackhawks,1951,06-Jun,,Mel Hutchins,Power Forward and Center,Right,200lb
stausni01,"October 7, 1993","Mississauga, Canada",1.5,38.9,35.3,81.4,335,9.1,6.8,2.1,3.8,49,University of Michigan,8th overall,1st round,Sacramento Kings,2014,06-Jun,"St. Mark's School in Southborough, Massachusetts",Nik Stauskas,Shooting Guard,Right,205lb
benjaco01,"February 24, 1978","Compton, California",0.9,39,28.9,65.2,153,8.9,5.5,1.7,-0.9,42.5,Oregon State University,28th overall,1st round,Chicago Bulls,1998,06-Jun,"Fontana in Fontana, California",Corey Benjamin,Shooting Guard and Point Guard,Right,200lb
holidju01,"April 5, 1989","Mission Hills, California",1.5,39,34.9,83.2,357,10.8,8.1,2.8,8,48.5,University of Washington,,,,,06-Jun,"Campbell Hall in North Hollywood, California",Justin Holiday,Shooting Guard,Right,181lb
mannigu01,"February 4, 1944","Oakwood, Texas",0.5,39,25,57.6,73,14.1,8.3,4.8,0.9,39.2,Prairie View A&M University,87th overall,10th round,Baltimore Bullets,1966,06-Jun,"Butler in Oakwood, Texas",Guy Manning,Small Forward,Right,195lb
molinja01,"October 31, 1931","New York, New York",1.6,39,,75.9,32,19.2,11.6,7.1,3.6,,Columbia University,3rd overall,1st round,Fort Wayne Pistons,1953,06-Jun,"Stuyvesant in New York, New York",Jack Molinas,Small Forward,Right,200lb
callori01,"December 12, 1966","Cincinnati, Ohio",1,39.1,0,69.6,64,6.6,3.2,1.2,-0.3,39.1,"Indiana University, University of Kansas",,,,,06-Jun,"Withrow in Cincinnati, Ohio",Rick Calloway,Shooting Guard,Right,180lb
doziepj01,"October 25, 1996","Columbia, South Carolina",0.6,39.1,25,50,8,14.8,2.6,2.3,0.1,43.5,University of South Carolina,,,,,06-Jun,"Spring Valley in Columbia, South Carolina",PJ Dozier,Point Guard and Shooting Guard,Right,205lb
miltosh01,"September 26, 1996","Owasso, Oklahoma",0.9,39.1,31.8,71.4,20,9.3,4.4,1.8,0.3,47.1,Southern Methodist University,54th overall,2nd round,Dallas Mavericks,2018,06-Jun,"Owasso HS in Owasso, Oklahoma",Shake Milton,Shooting Guard,Right,207lb
piontda01,"August 27, 1934",,1.2,39.1,,65.2,413,11.7,7.2,4.3,7,,Xavier University,,1956 NBA Draf,Rochester Royals,,06-Jun,"Bethel Park in Bethel Park, Pennsylvania",Dave Piontek,Power Forward and Small Forward,Right,230lb
wilbuke01,"June 8, 1944","River Rouge, Michigan",0.5,39.1,,50.6,54,13.5,3.9,3.9,0.1,39.1,Central State University,39th overall,4th round,Philadelphia 76ers,1966,06-Jun,"River Rouge in River Rouge, Michigan",Ken Wilburn,Small Forward,Right,195lb
actonbu01,"January 11, 1942",,0.5,39.2,,65.5,23,9.5,3.3,2,0.1,,Hillsdale College,,,,,06-Jun,"Troy in Troy, Michigan",Bud Acton,Small Forward,Right,210lb
johnsch04,"April 29, 1990","Orlando, Florida",0.6,39.2,30.7,83.5,147,9.7,4.4,2,3.5,48,University of Dayton,,,,,06-Jun,"Brookhaven in Columbus, Ohio",Chris Johnson,Small Forward,Left,206lb
jacobca01,"March 19, 1981","Glendora, California",1.1,39.3,35.2,76.9,287,9.2,5.2,1.8,6.2,48,Stanford University,22nd overall,1st round,Phoenix Suns,2002,06-Jun,"Glendora in Glendora, California",Casey Jacobsen,Shooting Guard and Small Forward,Right,215lb
jonesan01,"September 13, 1962","Washington, District of Columbia",0.7,39.3,30.6,74,164,9.8,3.6,1.3,0.8,40.6,"Georgetown University, University of Nevada, Las Vegas",21st overall,1st round,Washington Bullets,1986,06-Jun,"Dunbar in Washington, District of Columbia",Anthony Jones,Shooting Guard and Small Forward,Right,195lb
taylodo01,"July 26, 1982","Washington, District of Columbia",0.9,39.5,20.6,64.1,98,10.2,2.7,1.1,0,40.8,"Okaloosa-Walton Community College, University of Alabama at Birmingham",,,,,06-Jun,"Sidney Lanier in Montgomery, Alabama",Donell Taylor,Shooting Guard,Right,180lb
richaqu01,"April 13, 1980","Chicago, Illinois",1.5,39.7,35.5,71.8,783,12.9,10.3,4.7,32.8,47.6,DePaul University,18th overall,1st round,Los Angeles Clippers,2000,06-Jun,"Whitney Young in Chicago, Illinois",Quentin Richardson,Shooting Guard and Small Forward,Right,223lb
toolsan01,"January 19, 1966","Chicago, Illinois",0.5,39.7,34.1,75.7,60,8,2.7,1.2,0.6,44.9,Brigham Young University,,,,,06-Jun,"Twin Falls in Twin Falls, Idaho",Andy Toolson,Small Forward,Right,210lb
ellisjo01,"May 3, 1944",,1.4,39.8,,72.7,524,12.1,8.8,5.1,5,,University of San Francisco,13th overall,2nd round,San Francisco Warriors,1966,06-Jun,"McClymonds in Oakland, California",Joe Ellis,Small Forward and Power Forward,Right,175lb
gallaha01,"April 26, 1927","Roxana, Illinois",1.8,39.8,,77.3,682,21.5,13,11.9,78.4,,Truman State University,and New York Knicks,1947 BAA Draf,Baltimore Bullets,1948,06-Jun,"Roxana in Roxana, Illinois",Harry Gallatin,Power Forward and Small Forward,Right,210lb
laskojo01,"June 7, 1953","South Bend, Indiana",0.8,39.8,,76,118,10.9,7.1,2.4,2,,Indiana University,32nd overall,2nd round,Chicago Bulls,1975,06-Jun,"Saint Joseph in South Bend, Indiana",John Laskowski,Shooting Guard,Right,185lb
virdecl01,"November 25, 1947","Akron, Ohio",2.4,39.8,0,78,31,9.6,9.9,5,0.4,39.8,Murray State University,142nd overall,9th round,Seattle SuperSonics,1970,06-Jun,,Claude Virden,Small Forward,Right,195lb
fernaru01,"April 4, 1985","Palma de Mallorca, Spain",2.2,39.9,36,84,249,14,9.1,2.4,14.2,51.1,,24th overall,1st round,Phoenix Suns,2007,06-Jun,,Rudy Fernandez,Shooting Guard,Right,185lb
rudomjo01,"June 6, 1940","Santa Maria, California",0.5,39.9,,74.3,131,13.3,6.3,3.1,1,,University of Southern California,9th overall,2nd round,New York Knicks,1962,06-Jun,"Santa Maria in Santa Maria, California",John Rudometkin,Small Forward,Right,205lb
stagger01,"September 1, 1948","Philadelphia, Pennsylvania",1.4,39.9,28.6,64,53,6.7,8.5,2.3,-0.2,40.1,Cheyney University of Pennsylvania,,,,,06-Jun,"Thomas Edison in Philadelphia, Pennsylvania",Erv Staggs,Small Forward,Right,195lb
valende01,"November 16, 1993","Lansing, Michigan",2.3,39.9,37.4,75.4,134,10.6,8,4.1,3.1,50.6,Michigan State University,14th overall,1st round,Chicago Bulls,2016,06-Jun,"Sexton in Lansing, Michigan",Denzel Valentine,Shooting Guard,Right,210lb
dawsobr01,"February 1, 1993","Gary, Indiana",0,40,,100,6,7.1,0.8,0.7,0,40,Michigan State University,56th overall,2nd round,New Orleans Pelicans,2015,06-Jun,"Lew Wallace in Gary, Indiana",Branden Dawson,Power Forward,Right,225lb
exumda01,"July 13, 1995","Melbourne, Australia",2.3,40,30.4,77,204,8.1,5.9,1.8,2.7,46.8,,5th overall,1st round,Utah Jazz,2014,06-Jun,"Lake Ginninderra in Canberra, Australia",Dante Exum,Point Guard,Right,190lb
hollies01,"May 16, 1955","Erie, Pennsylvania",0.2,40,,75,25,11.8,2.8,1.8,0.1,,St. Bonaventure University,44th overall,2nd round,New Orleans Jazz,1977,06-Jun,,Essie Hollis,Small Forward,Right,195lb
johnsch02,"September 7, 1957","New York, New York",0.2,40,,60,9,9.4,3,1.6,0,40,Wichita State University,54th overall,3rd round,Golden State Warriors,1979,06-Jun,"Haaren in New York, New York",Cheese Johnson,Small Forward,Right,195lb
mcdongl01,"March 18, 1952","Kewanee, Illinois",0.7,40,,73.2,146,10.3,4.2,1.5,1.1,,"California State University, Long Beach",17th overall,1st round,Boston Celtics,1974,06-Jun,"Jefferson in Los Angeles, California",Glenn McDonald,Small Forward,Right,190lb
rushka01,"October 30, 1980","Kansas City, Missouri",1,40,35.8,70.3,346,9.2,6.4,1.7,1.7,46.6,University of Missouri,20th overall,1st round,Toronto Raptors,2002,06-Jun,"Pembroke Hill in Kansas City, Missouri",Kareem Rush,Shooting Guard and Point Guard,Left,215lb
sladeje01,"March 1, 1941",,0,40,,0,3,5.8,1.3,2.3,0,,Kenyon College,85th overall,11th round,Chicago Zephyrs,1962,06-Jun,,Jeff Slade,Forward,Right,220lb
brookke01,"October 12, 1969","Beaufort, South Carolina",0.4,40.1,20,85.9,126,8.3,3.3,1.1,-0.1,41.5,University of Louisiana at Lafayette,18th overall,1st round,Milwaukee Bucks,1991,06-Jun,"White Castle in White Castle, Louisiana",Kevin Brooks,Small Forward,Right,200lb
cartemi01,"October 10, 1991","Hamilton, Massachusetts",4.6,40.1,25.1,70.2,315,13.7,10.9,4.5,5.2,42.3,Syracuse University,11th overall,1st round,Philadelphia 76ers,2013,06-Jun,"St. Andrew's School in Barrington, Rhode Island",Michael Carter-Williams,Point Guard,Right,190lb
delfica01,"August 29, 1982","Santa Fe, Argentina",1.7,40.1,36.5,75.8,507,12.6,8.1,3.6,22.5,49.4,,25th overall,1st round,Detroit Pistons,2003,06-Jun,,Carlos Delfino,Shooting Guard and Small Forward,Right,230lb
torreos01,"December 18, 1976","Caracas, Venezuela",0.5,40.1,31.7,76.8,82,11.7,5.4,1.6,1.1,45.9,,,,,,06-Jun,,Oscar Torres,Shooting Guard,Right,210lb
adamsdo01,"November 27, 1947","Atlanta, Georgia",1.9,40.2,0,74.1,523,10.7,8.8,5.6,11.7,40.2,Northwestern University,120th overall,8th round,San Diego Rockets,1970,06-Jun,"South Fulton in South Fulton, Georgia",Don Adams,Small Forward,Right,210lb
liggide01,"March 31, 1988","Chicago, Illinois",0.7,40.2,35.2,54.9,177,7.3,2,1.4,1.6,46.9,University of Kentucky,53rd overall,2nd round,Orlando Magic,2011,06-Jun,"Findlay College Prep in Las Vegas, Nevada",DeAndre Liggins,Shooting Guard and Small Forward,Right,209lb
mccloge01,"May 27, 1967","Daytona Beach, Florida",2.3,40.2,35.8,81,766,12.7,9,3.1,24.6,47.7,Florida State University,7th overall,1st round,Indiana Pacers,1989,06-Jun,"Mainland in Daytona Beach, Florida",George McCloud,Small Forward,Right,205lb
kendrfr01,"September 11, 1950","Indianapolis, Indiana",0.3,40.3,,81.8,24,20.3,3.3,1.5,0.3,,Purdue University,47th overall,3rd round,Golden State Warriors,1974,06-Jun,"Arsenal Technical in Indianapolis, Indiana",Frank Kendrick,Small Forward,Right,198lb
shawbr01,"March 22, 1966","Oakland, California",4.2,40.3,30.4,78.2,943,11.7,6.9,3.4,23.8,43.7,"Saint Mary's College of California, University of California, Santa Barbara",24th overall,1st round,Boston Celtics,1988,06-Jun,"Bishop O'Dowd in Oakland, California",Brian Shaw,Point Guard and Shooting Guard,Right,190lb
dumasto01,"August 25, 1972","Chicago, Illinois",1.2,40.4,32.7,60.8,156,12,7.3,1.3,1.3,45.4,University of Missouri-Kansas City,19th overall,1st round,Dallas Mavericks,1994,06-Jun,"Millington in Millington, Tennessee",Tony Dumas,Shooting Guard,Right,190lb
grandro01,"July 9, 1964","Los Angeles, California",0.6,40.4,16.7,71.3,105,9.8,2.4,1.6,1.2,41.3,"University of California, Irvine, University of New Orleans",100th overall,5th round,Denver Nuggets,1987,06-Jun,"Saint Bernard in Playa del Rey, California",Ron Grandison,Power Forward,Right,215lb
nesbyty01,"January 31, 1976","Cairo, Illinois",1.5,40.4,31.6,77.2,255,12.7,9.5,3.7,7.6,44.6,"University of Nevada, Las Vegas",,,,,06-Jun,"Cairo in Cairo, Illinois",Tyrone Nesby,Small Forward and Shooting Guard,Right,225lb
anderal01,"October 16, 1982","Minneapolis, Minnesota",1.1,40.5,34.4,81.6,330,10.3,7.3,2.2,7.4,48.4,Michigan State University,,,,,06-Jun,"DeLaSalle in Minneapolis, Minnesota",Alan Anderson,Shooting Guard and Small Forward,Right,220lb
lentzle01,"February 23, 1945","Clarkton, Missouri",0.8,40.5,0,66,148,12,8,6.2,3.4,40.5,University of Houston,,,,,06-Jun,"Cahokia in Cahokia, Illinois",Leary Lentz,Small Forward,Right,200lb
lochmri01,"May 26, 1944","Wichita, Kansas",0.8,40.5,31.3,60.6,170,9.5,4.3,2.7,0.6,40.9,University of Kansas,,,,,06-Jun,"Wichita North in Wichita, Kansas",Riney Lochmann,Small Forward,Right,215lb
dayto01,"January 7, 1970","Decatur, Illinois",1.5,40.6,34.5,73.9,483,14.1,12.3,3.4,17.5,46.2,University of Arkansas,8th overall,1st round,Milwaukee Bucks,1992,06-Jun,"Hamilton in Memphis, Tennessee",Todd Day,Shooting Guard,Right,188lb
dejeabr01,"August 21, 1992","Los Angeles, California",1.1,40.6,37.5,52.4,14,9.6,5.6,3.4,0.2,49.3,"University of Southern California, University of Nevada, Las Vegas, Iowa State University",,,,,06-Jun,"Taft in Woodland Hills, California",Bryce Dejean-Jones,Shooting Guard,Right,209lb
henryxa01,"March 15, 1991","Gent, Belgium",0.6,40.6,32.5,63.5,185,9.3,5.7,1.9,0.8,42.8,University of Kansas,12th overall,1st round,Memphis Grizzlies,2010,06-Jun,"Putnam City in Oklahoma City, Oklahoma",Xavier Henry,Small Forward and Shooting Guard,Left,220lb
naullwi01,"October 7, 1934","Dallas, Texas",1.6,40.6,,81.2,716,16.3,15.8,9.1,34.3,,"University of California, Los Angeles",,1956 NBA Draf,St. Louis Hawks,,06-Jun,"San Pedro in San Pedro, California",Willie Naulls,Power Forward and Small Forward,Right,225lb
baileto01,"November 19, 1975","Los Angeles, California",0.6,40.7,20,69.2,73,11,3.3,1.7,1,41.4,"University of California, Los Angeles",45th overall,2nd round,Los Angeles Lakers,1998,06-Jun,"Loyola in Los Angeles, California",Toby Bailey,Shooting Guard,Right,213lb
garrebi01,"October 16, 1994","Chicago, Illinois",1.8,40.7,0,100,4,9.8,6.5,0.8,0,40.7,DePaul University,,,,,06-Jun,"Morgan Park HS in Chicago, Illinois",Billy Garrett,Shooting Guard,Right,213lb
dinwisp01,"April 6, 1993","Los Angeles, California",4.5,40.8,32.3,80.1,253,14.7,11,2.6,13.5,48,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,06-Jun,"William Howard Taft in Woodland Hills, California",Spencer Dinwiddie,Point Guard,Right,210lb
duncaan01,"April 17, 1922",,0.7,40.8,,59.6,136,,5.5,2.1,6.8,,College of William & Mary,,1947 BAA Draf,New York Knicks,,06-Jun,,Andy Duncan,Forward/Center,Right,195lb
templga01,"May 8, 1986","Baton Rouge, Louisiana",1.6,40.8,35.3,72.9,514,9.5,5.9,2.1,11.4,49.1,Louisiana State University,,,,,06-Jun,"Louisiana State University Laboratory School in Baton Rouge, Louisiana",Garrett Temple,Point Guard and Small Forward and Shooting Guard,Right,195lb
stackje01,"November 5, 1974","Kinston, North Carolina",3.3,40.9,30.9,82.2,970,16.5,16.9,3.2,52.4,44.6,University of North Carolina,3rd overall,1st round,Philadelphia 76ers,1995,06-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Jerry Stackhouse,Shooting Guard and Small Forward,Right,218lb
chambbi01,"December 16, 1949",,1.4,41,25,65.2,78,10.6,5.3,2.5,0.5,41.3,University of North Carolina,43rd overall,3rd round,Golden State Warriors,1972,06-Jun,"Long Island Lutheran in Brookville, New York",Bill Chamberlain,Small Forward,Right,188lb
anderja01,"March 25, 1989","El Dorado, Arkansas",1.2,41.1,32.1,75.5,247,9.9,5.8,2.3,3.3,48.8,Oklahoma State University,20th overall,1st round,San Antonio Spurs,2010,06-Jun,"Junction City in Junction City, Arkansas",James Anderson,Small Forward and Shooting Guard,Right,213lb
burtoed01,"August 13, 1939",,0.2,41.2,,45.5,15,9.7,2.2,1.2,0,,Michigan State University,,,,,06-Jun,"Muskegeon Heights in Muskegon Heights, Michigan",Ed Burton,Forward,Right,225lb
coxwe01,"January 27, 1955","Louisville, Kentucky",0.3,41.2,,51,74,8.9,4.6,2.8,0.1,,University of Louisville,18th overall,1st round,Golden State Warriors,1977,06-Jun,"Male in Louisville, Kentucky",Wesley Cox,Small Forward,Right,215lb
greenke02,"October 11, 1964","Eustis, Florida",0.3,41.2,0,72.1,60,8.1,4.4,1.7,-0.3,41.2,Wake Forest University,12th overall,1st round,Washington Bullets,1985,06-Jun,"Eustis in Eustis, Florida",Kenny Green,Small Forward,Right,210lb
mcdankj01,"February 9, 1993","Mobile, Alabama",0.6,41.2,29,77.6,148,10.8,5.3,2.2,1.3,46.4,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014,06-Jun,"Central Park Christian School in Birmingham, Alabama",K.J. McDaniels,Small Forward and Shooting Guard,Right,205lb
milescj01,"March 18, 1987","Dallas, Texas",1.1,41.2,35.9,81,838,13.1,9.6,2.4,30,50.1,,34th overall,2nd round,Utah Jazz,2005,06-Jun,"Skyline in Dallas, Texas",C.J. Miles,Shooting Guard and Small Forward and Point Guard,Left,220lb
pelkija01,"January 3, 1916",New York,2.4,41.2,,79,54,,11.1,,8.1,,Manhattan College,,,,,06-Jun,"Cathedral Preparatory School in Brooklyn, New York",Jake Pelkington,Center/Forward,Left,220lb
willite01,"June 28, 1987","Seattle, Washington",2.4,41.2,31.7,65.9,153,11.5,7.1,3.6,-0.2,43.9,University of Louisville,11th overall,1st round,New Jersey Nets,2009,06-Jun,"Rainier Beach in Seattle, Washington",Terrence Williams,Small Forward and Shooting Guard,Right,220lb
carroma01,"August 28, 1980","Pittsburgh, Pennsylvania",0.7,41.3,38.4,84.1,459,11.6,6.6,1.9,10.7,48.2,University of Notre Dame,,,,,06-Jun,"Hatboro-Horsham in Horsham, Pennsylvania",Matt Carroll,Shooting Guard,Right,212lb
wroteto01,"April 13, 1993","Seattle, Washington",3,41.3,23.1,64.7,145,12.6,11.1,2.5,-1.3,44.3,University of Washington,25th overall,1st round,Memphis Grizzlies,2012,06-Jun,"Garfield in Seattle, Washington",Tony Wroten,Shooting Guard and Point Guard,Left,205lb
englisc01,"October 20, 1950","Evanston, Illinois",1,41.4,10,77,105,11.9,5.6,4,0.9,41.4,University of Texas at El Paso,33rd overall,3rd round,Phoenix Suns,1972,06-Jun,,Scott English,Small Forward,Right,205lb
heardga01,"May 3, 1948","Hogansville, Georgia",1.6,41.4,0,65.4,787,13.1,8.7,7.5,27,41.4,University of Oklahoma,40th overall,3rd round,Seattle SuperSonics,1970,06-Jun,"Ethel Knight in LaGrange, Georgia",Gar Heard,Power Forward,Right,219lb
